m50w,t85w,COG,mean,ang,std,kurt,sm2std,grmn,class
-0.776250787,-0.883045062,-0.791463017,-0.836767104,-0.932427184,-0.610479876,-0.680110126,0.75,-0.333333333,2FJ
-0.836346925,-0.732939117,0.24399121,-0.799138634,-0.730337531,-0.374627828,-0.084916845,0.75,-0.666666667,1FS
-0.597701553,-0.673924531,0.136006289,-0.661957676,-0.88665578,-0.379729975,-0.780150983,0.75,-0.333333333,2FJ
-0.566362043,-0.584728288,0.599570447,-0.655636883,-0.824513287,-0.345313146,-0.755752083,0.5,0,2FJ
-0.651194057,-0.776954445,-0.553753475,-0.825705717,-0.954793006,-0.686288076,-0.773571724,0.5,0,2FJ
-0.520323733,-0.512261791,0.343683732,-0.712820306,-0.863169377,-0.497353841,-0.745918216,0.5,0,2FJ
-0.37552128,-0.552777813,-0.053212121,-0.767238382,-0.973320002,-0.840162865,-0.798013877,-0.25,0,4FJ
-0.694594476,-0.767560667,0.066316842,-0.709462385,-0.873726036,-0.359132238,-0.504889542,0.75,-0.333333333,2FJ
-0.38083512,-0.471096719,0.314920409,-0.90027132,-0.985017054,-0.904134455,-0.71056466,0.5,0,2FJ
-0.462157784,-0.309835215,0.542775091,-0.385422987,-0.77806511,-0.094009329,-0.910824125,0.25,0,4FJ
-0.693612252,-0.771787305,-0.57954023,-0.680821292,-0.8823844,-0.360852693,-0.73682372,0.5,-0.333333333,2FJ
-0.87059345,-0.783293135,0.262521785,-0.604379203,-0.291527228,0.355952363,0.021718594,0.75,-0.666666667,1FS
-0.711063268,-0.587248137,0.394616537,-0.621168809,-0.820946351,-0.27404167,-0.798665718,0.5,-0.333333333,4FJ
-0.828894305,-0.753746541,-0.421851329,-0.408632149,-0.415009113,0.503881433,-0.63541061,0.5,-0.333333333,2FJ
-0.790022811,-0.759444386,-0.708333333,-0.893456715,-0.907094576,-0.703589178,-0.528249163,0.5,-0.333333333,1FS
-0.774028314,-0.914853346,-0.730941203,-0.89158023,-0.97195337,-0.774375147,-0.759668606,0.75,-0.333333333,2FJ
-0.808521707,-0.90459271,-0.777882206,-0.93375177,-0.960015577,-0.817563682,-0.483294781,0.75,-0.333333333,1FS
-0.834140327,-0.78096821,-0.296036286,-0.469074731,-0.527548127,0.478719325,-0.35635699,0.75,-0.666666667,2FJ
-0.52709939,-0.728733091,-0.515730337,-0.775139373,-0.959666278,-0.675334775,-0.834787237,0.5,0,4FJ
-0.700152189,-0.591687594,0.070293291,-0.289030896,-0.228386638,0.710884,-0.691488157,0.5,-0.333333333,2FJ
-0.712387821,-0.838470185,-0.488761175,-0.909950034,-0.970797042,-0.817515093,-0.69145457,0.75,-0.333333333,1FS
-0.681032882,-0.566228459,0.375552991,-0.867679732,-0.89420834,-0.694488788,-0.605529826,0.5,-0.333333333,1FS
-0.710039827,-0.589230886,0.333421284,-0.851680225,-0.880741513,-0.63587084,-0.617824783,0.5,-0.333333333,1FS
-0.773999058,-0.735922771,-0.746215098,-0.410409872,-0.717672442,0.281554385,-0.856416832,0.5,-0.333333333,4FJ
-0.822505052,-0.860826053,-0.184721199,-0.770793828,-0.865769671,-0.422444891,-0.315842831,0.75,-0.333333333,1FS
-0.646563826,-0.529776976,0.069105691,-0.605564352,-0.78677154,-0.225015273,-0.7219934,0.5,-0.333333333,2FJ
-0.75208315,-0.634565016,0.63363667,-0.843482947,-0.89231547,-0.624342962,-0.540366509,0.5,-0.666666667,1FS
-0.438027403,-0.500552103,0.325833643,-0.773262888,-0.945553212,-0.686496349,-0.759030347,0.5,0,2FJ
-0.623943894,-0.747556336,-0.56665168,-0.160145979,-0.782467884,0.409437298,-0.805066148,0.75,0,4FJ
-0.741532854,-0.79655414,-0.664661051,-0.874691861,-0.960089905,-0.748812146,-0.725453428,0.5,0,2FJ
-0.497121278,-0.598607942,0.198262243,-0.955479495,-0.98579938,-0.940694913,-0.748472527,0.5,-0.333333333,1FS
-0.463301274,-0.568300982,-0.208428899,-0.694351739,-0.952792777,-0.686059394,-0.779674536,0.25,0,4FJ
0.153166026,-0.813037115,0.386226862,0.115401086,-0.910039368,0.141406382,-0.569304328,0,0.333333333,4FJ
-0.648449501,-0.518250595,0.713865096,-0.669858667,-0.844392863,-0.338805392,-0.876496414,0.5,-0.333333333,2FJ
-0.760383463,-0.742894269,-0.693343761,-0.659982428,-0.839977738,-0.233305173,-0.655275634,0.5,-0.333333333,2FJ
-0.782863498,-0.75499074,-0.044783715,-0.909456222,-0.926626777,-0.750701152,-0.550509895,0.5,-0.333333333,1FS
-0.234074677,-0.154951025,-0.250593556,-0.165281623,-0.620171493,0.447344295,-0.910329789,0.25,0,2FJ
-0.688215549,-0.745456457,0.064382655,-0.839927501,-0.911863566,-0.623836581,-0.567757682,0.5,-0.333333333,1FS
-0.388984651,-0.395637509,-0.372852681,-0.279944756,-0.84095696,-0.120451815,-0.783409316,0,0,4FJ
-0.695285923,-0.773293648,-0.586552112,-0.366361846,-0.824179914,0.123342787,-0.722931905,0.75,0,4FJ
-0.06008863,-0.088024955,-0.01194825,0.6914821,-0.766825019,0.186003728,-0.526215164,-0.5,0.666666667,4FJ
-0.319525268,-0.411998159,0.404399323,-0.883185427,-0.984550995,-0.893227111,-0.739941632,0,0.333333333,4FJ
-0.5772516,-0.609684184,-0.185727569,-0.826397053,-0.955742439,-0.756745768,-0.809696814,0.25,-0.333333333,2FJ
-0.490579358,-0.617027473,0.51654292,-0.786101999,-0.959107627,-0.71051987,-0.85813731,0.5,0,4FJ
-0.634952275,-0.544124356,-0.525559339,-0.139800927,-0.352654443,0.879953905,-0.895986575,0.5,-0.333333333,2FJ
-0.563728947,-0.511924851,0.306567701,-0.453371511,-0.69594295,0.085490628,-0.756227929,0.5,0,2FJ
-0.380620938,-0.485099949,0.299949274,-0.519641074,-0.915081474,-0.495068795,-0.659678667,0.25,0,4FJ
-0.626989954,-0.646621699,0.554605461,-0.929109938,-0.950690112,-0.847957626,-0.540498759,0.75,-0.333333333,1FS
-0.45998905,-0.523587718,0.671018277,-0.887530972,-0.964904618,-0.799729786,-0.905020526,0.25,0,2FJ
-0.674090575,-0.542603513,0.233587012,-0.389966057,-0.595480961,0.539314981,-0.652233652,0.5,-0.333333333,2FJ
-0.670015491,-0.720175062,-0.636655949,-0.977404746,-0.984316723,-0.939239076,-0.755068875,0.5,0,1FS
-0.89035627,-0.821585836,-0.932936144,-0.715585653,-0.540454924,0.000855115,0.017714688,0.75,-0.666666667,1FS
-0.467225112,-0.582765088,0.562736206,-0.777509671,-0.955186708,-0.679028861,-0.889419891,0.25,0,4FJ
-0.745899708,-0.634120974,0.664819945,-0.896222062,-0.886862117,-0.712219024,-0.537589662,0.5,-0.666666667,1FS
-0.330489394,-0.441049513,0.35348938,-0.810990121,-0.979130196,-0.836763338,-0.6026409,-0.25,0.333333333,4FJ
-0.90613582,-0.81481892,0.198967369,-0.640328713,-0.215670563,0.314255262,0.61707226,0.75,-0.666666667,1FS
-0.748271755,-0.648564009,0.34178499,-0.795385663,-0.800372329,-0.446491623,-0.515726488,0.5,-0.666666667,1FS
-0.436512841,-0.654977172,-0.434362934,-0.885358199,-0.984602232,-0.864985891,-0.78791598,0.25,0.333333333,4FJ
-0.421230843,-0.810114993,-0.076129762,-0.19451529,-0.830060778,0.367690797,-0.85365678,0.75,0,2FJ
-0.664738292,-0.700849498,-0.60876051,-0.917455976,-0.976464969,-0.837755009,-0.716802732,0.5,0,2FJ
-0.788098676,-0.869631674,-0.827255278,-0.935924542,-0.9723268,-0.831355529,-0.711283336,0.5,-0.333333333,2FJ
-0.562686645,-0.566257638,0.2435615,-0.411199971,-0.688215162,0.127467246,-0.83472164,0.5,-0.333333333,2FJ
-0.633388132,-0.667352571,-0.151485149,-0.939084939,-0.976844025,-0.889476292,-0.779437719,0.5,-0.333333333,2FJ
0.325619835,-0.448703121,-0.118035946,-0.304339066,-0.93664978,-0.529009665,-0.382284161,-0.25,0.333333333,4FJ
-0.704882219,-0.6265767,0.854642314,-0.973948062,-0.961639681,-0.908123321,-0.840553598,0.75,-0.333333333,1FS
-0.656702865,-0.793671514,-0.428003182,-0.95607207,-0.985297765,-0.913987733,-0.727654461,0.5,0,1FS
0.170843308,0.23307006,0.175566925,0.196583769,-0.694451578,-0.277759961,0.552727359,-0.75,0.666666667,4FJ
-0.408296467,-0.602842887,-0.335301063,-0.871531465,-0.989078991,-0.889083427,-0.673723771,0,0.333333333,4FJ
-0.385619434,-0.421822124,0.105279698,-0.881703991,-0.959910925,-0.849846531,-0.765202761,0.5,0,2FJ
-0.397000426,-0.450943209,0.069326241,-0.853161661,-0.953415164,-0.803811696,-0.760989365,0.5,0,2FJ
-0.451392027,-0.573605594,0.221477162,-0.869457455,-0.983294437,-0.884673422,-0.626479409,0.25,0,4FJ
-0.385845391,-0.490683365,0.299803004,-0.637760891,-0.939525733,-0.625732822,-0.657698396,0.25,0,4FJ
-0.885295871,-0.84409041,-0.900796813,-0.914888154,-0.906708512,-0.704655715,-0.156752899,0.75,-0.666666667,1FS
-0.827099047,-0.715304632,0.222868217,-0.851976512,-0.825522688,-0.555615675,-0.100239152,0.75,-0.333333333,1FS
-0.636091016,-0.513931729,0.065692415,-0.565763109,-0.781071327,-0.184181637,-0.758640018,0.5,-0.333333333,2FJ
-0.81032012,-0.707549265,0.947996497,-0.587787122,-0.498403748,0.258772756,-0.490336065,0.5,-0.666666667,1FS
-0.758866459,-0.80459401,-0.232408524,-0.875086911,-0.935931623,-0.709124147,-0.60316366,0.75,-0.333333333,1FS
-0.470552087,-0.516952986,0.638239956,-0.561121277,-0.852786758,-0.240947929,-0.923261526,0.5,0,4FJ
-0.359328825,-0.58974359,-0.515285739,-0.849309927,-0.9781769,-0.794920113,-0.828346722,0.5,0,4FJ
-0.815152395,-0.759455492,-0.683881736,-0.693660403,-0.684558038,-0.092548915,-0.489110297,0.5,-0.666666667,1FS
-0.52955686,-0.426927206,-0.636110341,0.030465432,-0.337434012,0.941137141,-0.98871755,1,0,4FJ
-0.490419372,-0.552553905,-0.234116989,-0.921208946,-0.988737346,-0.921616491,-0.816427547,0.25,0,2FJ
-0.799674727,-0.893249948,-0.390604891,-0.910937658,-0.949692772,-0.758935156,-0.479771635,0.75,-0.333333333,1FS
-0.609784906,-0.678083485,-0.330319889,-0.825804479,-0.937678723,-0.693024135,-0.795086639,0.5,0,4FJ
-0.869072197,-0.801593793,-0.950346842,-0.85849483,-0.782017895,-0.500209862,-0.30631636,0.75,-0.666666667,1FS
-0.444253375,-0.64736756,-0.006970849,-0.753115361,-0.970290351,-0.790626487,-0.780040933,0,0,4FJ
-0.69131935,-0.722423651,-0.34504564,-0.739486151,-0.898443196,-0.473848933,-0.722585177,0.5,0,2FJ
-0.528362147,-0.54039933,0.647620832,-0.775238136,-0.894282101,-0.583020918,-0.850530937,0.5,0,2FJ
-0.789892839,-0.898007512,-0.767672008,-0.934048057,-0.966419894,-0.826498764,-0.567367707,0.75,-0.333333333,1FS
-0.675961317,-0.800031608,-0.421688501,-0.925752016,-0.974678525,-0.850589667,-0.733814616,0.5,0,1FS
-0.649644521,-0.645196368,-0.097289841,-0.633119058,-0.870375283,-0.347261717,-0.760928352,0.5,-0.333333333,2FJ
-0.489714985,-0.550670859,0.618263473,-0.9068884,-0.966709128,-0.840316259,-0.870925265,0.5,0,2FJ
-0.6611533,-0.531474066,0.02126044,-0.952121574,-0.974847518,-0.917949124,-0.706836273,0.5,0,1FS
-0.570987838,-0.668043993,-0.265920597,-0.791731455,-0.943830035,-0.671862675,-0.820543022,0.5,0,2FJ
-0.750091779,-0.785762093,-0.253334875,-0.611885145,-0.80569169,-0.124859919,-0.589268968,0.75,-0.333333333,2FJ
-0.673591017,-0.537229274,0.495679451,-0.482605178,-0.791588867,-0.229570373,-0.851644875,0.5,0,4FJ
-0.610655444,-0.777967103,-0.460321209,-0.829754974,-0.961685123,-0.730035445,-0.808833242,0.5,-0.333333333,2FJ
-0.410567305,-0.630109867,-0.407563025,-0.909554985,-0.988799255,-0.901651779,-0.76698432,0.25,0.333333333,4FJ
-0.737094644,-0.6435548,0.864681296,-0.944319345,-0.9373988,-0.830976845,-0.76421285,0.75,-0.333333333,1FS
-0.817855766,-0.740019349,0.002812635,-0.582355191,-0.465825713,0.337451507,-0.468707693,0.5,-0.666666667,1FS
-0.881915434,-0.770749839,0.818761384,-0.713511643,-0.693291616,-0.122454559,0.188083135,0.75,-0.333333333,1FS
-0.679609926,-0.734271586,-0.170211996,-0.583836626,-0.814783578,-0.154331141,-0.774160096,0.75,-0.333333333,2FJ
-0.452465679,-0.572769328,-0.387387387,-0.556479445,-0.917416328,-0.437450657,-0.81515534,0.25,0,4FJ
-0.102519604,-0.469198495,0.324776352,0.315394923,-0.837417976,0.220845651,-0.405449679,-0.5,0.666666667,4FJ
-0.816736311,-0.749798999,-0.689645254,-0.523789094,-0.486692433,0.261636044,-0.438526058,0.75,-0.333333333,2FJ
-0.674232934,-0.724514379,-0.164811379,-0.612971531,-0.840558373,-0.230743218,-0.768985098,0.75,-0.333333333,2FJ
-0.712870749,-0.778270663,-0.686307105,-0.771485165,-0.928117341,-0.551965144,-0.80490381,0.5,0,4FJ
-0.51777471,-0.539559278,-0.623087309,-0.599934896,-0.825586197,-0.25930658,-0.937577266,0.75,0,4FJ
-0.83898168,-0.760611753,-0.991888583,-0.501073745,-0.355109351,0.673440019,-0.484065106,0.5,-0.666666667,1FS
-0.660114891,-0.526410821,0.01395252,-0.801706456,-0.908363941,-0.65110981,-0.726682988,0.5,0,2FJ
-0.533805595,-0.678471699,-0.499765533,-0.617613363,-0.916574073,-0.431189616,-0.844823298,0.5,0,4FJ
-0.633295387,-0.690171462,0.783978495,-0.732671546,-0.908263772,-0.417904843,-0.858177089,0.5,-0.333333333,4FJ
-0.739699615,-0.780609402,-0.589920535,-0.960121328,-0.986906815,-0.915458869,-0.694264819,0.5,-0.333333333,1FS
-0.711295656,-0.724110443,0.466755556,-0.853655473,-0.884294868,-0.639369887,-0.328250669,0.75,-0.333333333,1FS
-0.634524902,-0.616551799,-0.153787182,-0.716770802,-0.882628426,-0.484993139,-0.725761704,0.5,-0.333333333,2FJ
-0.879999459,-0.830067586,-0.917171717,-0.908468598,-0.885873275,-0.679584443,-0.222063669,0.75,-0.666666667,1FS
-0.384721095,-0.81091431,0.543744532,-0.173380139,-0.851385716,0.376958085,-0.858180787,0.5,0,2FJ
-0.858961462,-0.75855847,0.559088859,-0.819878736,-0.720951249,-0.404827388,0.22955318,0.75,-0.666666667,1FS
0.013951216,-0.355735669,0.108779547,-0.83410052,-0.990768894,-0.95040401,-0.42612051,-0.75,0,4FJ
-0.592752632,-0.667952796,-0.258828856,-0.711635158,-0.904719664,-0.520397862,-0.798334544,0.75,0,4FJ
-0.652963078,-0.801765809,-0.498560737,-0.810101259,-0.954655669,-0.679377203,-0.779281418,0.5,-0.333333333,2FJ
-0.64077638,-0.512134349,0.71858864,-0.80931116,-0.914934322,-0.624287776,-0.895674128,0.5,-0.333333333,2FJ
-0.801292607,-0.703293875,0.312453164,-0.555590583,-0.370084292,0.343589692,-0.484176111,0.5,-0.666666667,1FS
-0.409583784,-0.535128588,-0.2039599,-0.710450009,-0.966457048,-0.752745319,-0.770552101,0,0,4FJ
-0.020961787,-0.118213751,-0.308655754,-0.242415049,-0.85696745,-0.034309944,-0.77785512,0.25,0,4FJ
-0.336779966,-0.454512929,0.317245005,-0.882296565,-0.989925077,-0.915925857,-0.507085663,-0.25,0.333333333,4FJ
-0.615848746,-0.728224012,0.807131214,-0.230958611,-0.729572046,0.69925063,-0.715687794,0.5,-0.333333333,4FJ
-0.481698845,-0.58642742,0.568447634,-0.79113888,-0.953497368,-0.686563593,-0.878535401,0.5,0,2FJ
-0.610156702,-0.560849933,0.632943336,-0.464827948,-0.699831563,0.074264047,-0.759958502,0.5,0,2FJ
-0.801932255,-0.744992315,-0.711482012,-0.556578207,-0.677422028,0.09039127,-0.625709052,0.5,-0.333333333,2FJ
-0.767376391,-0.733772477,-0.717569471,-0.267599458,-0.647021863,0.613758146,-0.759638458,0.5,-0.333333333,2FJ
-0.40180607,-0.462661854,0.3671875,-0.836569579,-0.951304228,-0.7773921,-0.760405089,0.5,0,2FJ
-0.611726463,-0.478987757,0.39319407,-0.745708182,-0.889562637,-0.59559324,-0.754904498,0.5,0,2FJ
-0.594037929,-0.667699289,-0.441112204,-0.737510903,-0.924339161,-0.623625483,-0.841830795,0.5,0.333333333,4FJ
-0.684957728,-0.707012214,-0.437839488,-0.014570218,-0.788165329,0.327086188,-0.752343267,0.25,0,4FJ
-0.590215742,-0.652267032,-0.214545928,-0.785805711,-0.933785815,-0.650698559,-0.792833724,0.5,-0.333333333,2FJ
-0.445282563,-0.534611249,0.639492754,-0.929801274,-0.979957235,-0.882916033,-0.898601878,0.5,0,2FJ
-0.890265399,-0.776034847,0.128693676,-0.792620316,-0.775844328,-0.357317334,0.145964661,0.75,-0.333333333,1FS
-0.830684087,-0.769087773,-0.683435852,-0.589268558,-0.531371763,0.309178066,-0.468323733,0.5,-0.666666667,1FS
-0.83644703,-0.862376985,-0.855348575,-0.805558189,-0.897962426,-0.490269453,-0.592975896,0.75,-0.333333333,2FJ
-0.608428626,-0.680855623,0.124102155,-0.296339313,-0.75409026,0.402599713,-0.856094101,0.5,-0.333333333,2FJ
-0.678955015,-0.550564099,0.307679376,-0.54926979,-0.73412988,-0.033823782,-0.658199945,0.5,-0.333333333,2FJ
-0.567345293,-0.760689948,-0.595912986,-0.739189864,-0.952731836,-0.581991927,-0.833647905,0.5,0,4FJ
-0.747968408,-0.747707562,0.452640174,-0.857408443,-0.876760873,-0.620882368,-0.199148245,0.75,-0.333333333,1FS
-0.655573685,-0.728854964,-0.284958872,-0.786694573,-0.92070764,-0.601389739,-0.748579067,0.5,0,2FJ
-0.787063802,-0.887978892,-0.391925856,-0.934048057,-0.96631899,-0.824197942,-0.533453004,0.75,-0.333333333,1FS
-0.626176396,-0.4967862,0.398271136,-0.726548278,-0.857634032,-0.502514902,-0.723596761,0.5,0,2FJ
-0.351340708,-0.45392683,0.006767922,-0.102468744,-0.862205769,-0.294174711,-0.707571405,-0.25,0,4FJ
-0.357657636,-0.448260963,0.042730678,-0.942146573,-0.985886823,-0.943937202,-0.730879448,0.5,0,2FJ
-0.866498096,-0.920004908,-0.792420327,-0.809508685,-0.903274153,-0.531325286,-0.4539164,0.75,-0.333333333,4FJ
-0.175232107,-0.234378369,0.275994478,-0.657315844,-0.926764998,-0.68803483,-0.516414656,0,0.333333333,4FJ
-0.751249081,-0.714903797,-0.038788113,-0.782941602,-0.872181391,-0.475869363,-0.579947252,0.5,-0.333333333,1FS
-0.878698849,-0.857031652,-0.214055114,-0.753312886,-0.80202717,-0.273965607,0.025061539,0.75,-0.333333333,1FS
-0.661145187,-0.758334088,-0.545814557,-0.55667697,-0.850170218,-0.138337311,-0.798702502,0.5,-0.333333333,2FJ
-0.735078627,-0.7404734,0.114603798,-0.93829484,-0.939106,-0.822795767,-0.419107524,0.75,-0.333333333,1FS
-0.73272993,-0.778857101,0.36463621,-0.824816855,-0.886631833,-0.542516659,-0.510094221,0.5,-0.333333333,1FS
-0.679816179,-0.78803947,-0.504327923,-0.643291584,-0.882483406,-0.31194392,-0.748544296,0.75,-0.333333333,2FJ
-0.80671756,-0.893697385,-0.79368649,-0.841211412,-0.911250539,-0.588805596,-0.497277568,0.75,-0.333333333,2FJ
-0.57428637,-0.665920267,-0.291924186,-0.799138634,-0.941467566,-0.680876634,-0.815752885,0.5,0,4FJ
-0.793736529,-0.881844114,-0.733415233,-0.918246075,-0.950425732,-0.777237869,-0.502574607,0.75,-0.333333333,2FJ
-0.769753006,-0.777836108,0.049626036,-0.875975772,-0.878674049,-0.63602672,-0.378800758,0.75,-0.666666667,1FS
-0.876992221,-0.758107341,0.127854583,-0.717363376,-0.730175086,-0.197016878,-0.005918446,0.75,-0.333333333,1FS
-0.286365674,-0.634180947,0.498437805,-0.870247554,-0.98268229,-0.842384753,-0.826959295,0,0.333333333,4FJ
-0.872490667,-0.84980544,-0.887656702,-0.834001757,-0.868704982,-0.494617963,-0.281234782,0.75,-0.333333333,1FS
-0.458775177,-0.537842152,0.58763213,-0.363003925,-0.844115019,0.005616614,-0.930527656,0.5,0,4FJ
0.142269386,0.270057895,0.343454385,0.603781098,-0.419829554,0.717531002,-0.496497949,-0.25,0.666666667,4FJ
-0.486662508,-0.500881275,0.290486836,-0.508678449,-0.76496704,-0.106012255,-0.774192469,0.5,0,2FJ
-0.448759401,-0.432657299,0.062856434,-0.242217524,-0.687754184,0.260024101,-0.917457105,0.25,0,2FJ
-0.765185679,-0.792052132,-0.6937959,-0.738498527,-0.900224015,-0.441988388,-0.684459758,0.5,-0.333333333,4FJ
-0.396172213,-0.626020488,-0.360623354,-0.138912065,-0.878076059,-0.006532718,-0.725211193,0.25,0,4FJ
-0.645930752,-0.668480429,0.167283951,-0.718844812,-0.822609122,-0.393133014,-0.670340349,0.75,-0.333333333,2FJ
-0.902187846,-0.78790056,0.112527964,-0.891678992,-0.889344648,-0.663837254,0.098577807,0.75,-0.333333333,2FJ
-0.782088343,-0.800056582,-0.668591224,-0.910542608,-0.962958666,-0.797962959,-0.623855781,0.5,-0.333333333,1FS
-0.614667003,-0.729507879,-0.442675159,-0.945800781,-0.982287615,-0.902192549,-0.786257092,0.5,0,2FJ
-0.489293896,-0.605107546,0.535010297,-0.815039379,-0.961761099,-0.74067295,-0.867043537,0.5,0,4FJ
0.98677686,0.927872408,-0.095848661,0.813651174,-0.578787768,0.278446026,0.350892799,-0.5,0.666666667,4FJ
-0.347566046,-0.611760022,0.516333938,-0.385818037,-0.872289132,-0.134102948,-0.868564146,0.25,0,4FJ
-0.698810991,-0.635512773,0.213143362,-0.293672728,-0.51507395,0.760559465,-0.73971989,0.5,-0.333333333,2FJ
-0.72814621,-0.709037879,0.822506335,-0.895925775,-0.912149226,-0.72080958,-0.562803123,0.75,-0.333333333,1FS
-0.890473455,-0.834188271,-0.916213544,-0.839038639,-0.761642157,-0.448518611,-0.059433205,0.75,-0.666666667,1FS
-0.436519292,-0.682517823,-0.383698009,-0.871827752,-0.988917352,-0.876581264,-0.741469169,0.25,0.333333333,4FJ
-0.309141325,-0.434680439,0.042150618,-0.775238136,-0.980382273,-0.835890489,-0.756766514,0,0,4FJ
-0.546040251,-0.63414648,-0.516164264,-0.360633628,-0.832419734,0.01948617,-0.856644566,0.5,0,4FJ
-0.418535652,-0.503371738,-0.264765168,-0.548874741,-0.921267155,-0.508431499,-0.739572669,0,0,4FJ
-0.733016522,-0.728041137,-0.322779769,-0.873506713,-0.934819657,-0.697181297,-0.655212234,0.5,0,1FS
-0.861306879,-0.811785169,-0.933426879,-0.933257958,-0.921435705,-0.759646725,-0.422995778,0.75,-0.666666667,1FS
-0.505831405,-0.535125997,0.299141368,-0.716770802,-0.881621527,-0.519210991,-0.766903281,0.5,0,2FJ
-0.775654028,-0.662199521,0.868727599,-0.891876517,-0.892005292,-0.692149074,-0.670275181,0.75,-0.333333333,1FS
-0.067750127,-0.823145878,-0.078122118,-0.860371315,-0.993434517,-0.898284287,-0.594820826,0.25,0,2FJ
0.069694371,-0.82884178,0.38290554,0.296333782,-0.882399539,0.425551803,-0.579790849,0,0.333333333,4FJ
-0.719517363,-0.66143697,-0.457934777,-0.450309877,-0.565494988,0.291265413,-0.710266645,0.5,-0.333333333,2FJ
-0.807721353,-0.691936727,0.899508675,-0.824421805,-0.822438866,-0.48382497,-0.487042565,0.75,-0.333333333,1FS
-0.693293738,-0.563067941,0.328159298,-0.933850532,-0.942192981,-0.837041476,-0.677524466,0.5,0,1FS
-0.65821704,-0.743734771,0.726132024,-0.797459673,-0.934126702,-0.58268821,-0.837742439,0.75,-0.333333333,2FJ
-0.219403568,-0.302317909,0.188992655,-0.362016301,-0.890721489,-0.43386202,-0.645263704,0,0,4FJ
0.586685258,-0.80636909,0.105794539,0.637162786,-0.929468904,-0.160607924,-0.203383443,-0.75,0.333333333,4FJ
-0.764868672,-0.766014951,-0.705668485,-0.640427475,-0.833481161,-0.188984302,-0.646157649,0.5,-0.333333333,2FJ
-0.885687419,-0.907010887,-0.817221859,-0.887629734,-0.905717037,-0.635786104,0.002867422,0.75,-0.333333333,1FS
-0.574036408,-0.647492112,-0.053505224,-0.648130942,-0.894395455,-0.415615495,-0.858995853,0.5,0,4FJ
-0.585303575,-0.685376802,0.124750499,-0.560528703,-0.881272953,-0.243033348,-0.828994961,0.5,-0.333333333,4FJ
-0.872259047,-0.77245798,0.210381325,-0.584725488,-0.405361007,0.346375944,0.244547789,0.75,-0.333333333,1FS
-0.469271145,-0.554987965,0.606580167,-0.932270334,-0.978906166,-0.890523401,-0.881043643,0.5,0,2FJ
-0.463996655,-0.504210993,0.19596258,-0.37021358,-0.751845535,0.311819679,-0.735131889,0.5,-0.333333333,2FJ
-0.455956375,-0.555408825,0.601555275,-0.64724208,-0.92250746,-0.449131086,-0.904413904,0.25,0,4FJ
-0.454279472,-0.569908671,-0.299140508,-0.86264285,-0.978581721,-0.842111764,-0.80893776,0.5,0,4FJ
-0.006243725,-0.103726163,-0.13165769,-0.598749747,-0.942992811,-0.736784132,-0.661330254,-0.25,0.333333333,4FJ
-0.854832132,-0.736377421,0.492531447,-0.87133394,-0.882701117,-0.6463903,-0.08012196,0.75,-0.333333333,1FS
-0.564315035,-0.719185494,-0.615933529,-0.870445079,-0.973693258,-0.780884091,-0.843813565,0.5,0,4FJ
-0.63018356,-0.498846829,0.393766357,-0.485370525,-0.733826571,-0.029246024,-0.790103565,0.5,0,2FJ
-0.852753404,-0.838229615,-0.894534257,-0.953306723,-0.957126255,-0.835164226,-0.449645867,0.75,-0.333333333,1FS
-0.652351547,-0.774742127,-0.566531918,-0.843384184,-0.961856606,-0.719418481,-0.764729596,0.5,0,2FJ
-0.81583718,-0.800255061,0.016170431,-0.654056685,-0.643893137,0.087348655,-0.401335993,0.75,-0.666666667,1FS
-0.457544942,-0.515409314,0.641546747,-0.64763713,-0.88877222,-0.3972138,-0.924128883,0.25,0,4FJ
-0.612597633,-0.616698319,0.235976066,-0.906789638,-0.939278466,-0.803995855,-0.694514677,0.5,-0.333333333,1FS
-0.830977631,-0.922216424,-0.398208666,-0.766843333,-0.847011871,-0.339509169,-0.329545303,0.75,-0.666666667,1FS
-0.265170463,-0.321537318,0.184114751,-0.731288873,-0.933660766,-0.724101371,-0.685898611,0.25,0.333333333,4FJ
-0.545812263,-0.657507028,0.139202408,-0.951331475,-0.991929463,-0.949882545,-0.723763586,0.5,-0.333333333,1FS
-0.64202081,-0.714005159,-0.344936709,-0.913999292,-0.971751556,-0.847010886,-0.766224446,0.5,0,2FJ
-0.799370789,-0.708664794,0.328652938,-0.66956238,-0.55125652,0.051909128,-0.488628589,0.5,-0.666666667,1FS
-0.083473688,-0.445782072,0.270055721,-0.176244248,-0.893572438,-0.253419454,-0.412240729,0,0.333333333,4FJ
-0.798305916,-0.681503352,0.574698397,-0.839631213,-0.875315429,-0.594038914,-0.351773209,0.75,-0.333333333,1FS
-0.650774342,-0.725138246,-0.406126482,-0.938887414,-0.975908615,-0.878497013,-0.753595998,0.5,0,1FS
-0.749127551,-0.736682471,-0.651574164,-0.937405978,-0.962365449,-0.835066585,-0.627221363,0.5,-0.333333333,1FS
-0.816203998,-0.729461951,0.325556519,-0.46946978,-0.293000173,0.763960166,-0.486001263,0.5,-0.666666667,1FS
-0.582573207,-0.670614413,0.127572016,-0.974836924,-0.988444998,-0.952757853,-0.748253404,0.5,-0.333333333,1FS
-0.906910832,-0.880950324,-0.194412107,-0.699487384,-0.733092176,-0.060825542,0.258715804,0.75,-0.333333333,1FS
