m50w,t85w,COG,mean,ang,std,kurt,sm2std,grmn,class
-0.567320341,-0.695392416,0.437713895,-0.942640385,-0.990699703,-0.930495435,-0.753403817,0.5,0.333333333,1FS
-0.884849087,-0.967686352,-0.724962963,-0.594404202,-0.688404535,0.32982896,-0.111253465,0.75,-0.666666667,1FS
-0.882150289,-0.830105635,-0.918050542,-0.902049043,-0.869581608,-0.656431296,-0.190391735,0.75,-0.666666667,1FS
0.299524167,0.249710618,-0.151779672,0.42067563,-0.77422923,0.38165984,-0.584871428,-0.25,0.333333333,4FJ
-0.767961434,-0.78334061,0.041065292,-0.847235917,-0.857417015,-0.560122436,-0.393460002,0.75,-0.666666667,1FS
-0.678077626,-0.67398618,0.79293058,-0.263945249,-0.494816071,0.730766635,-0.822470895,0.75,-0.333333333,4FJ
-0.754327368,-0.735212955,-0.718480138,-0.619489849,-0.811493507,-0.139466141,-0.68839286,0.5,-0.333333333,2FJ
-0.858528565,-0.760448972,0.902277935,-0.550356177,-0.305264796,0.433370776,0.020056438,0.75,-0.666666667,1FS
-0.646788785,-0.696763092,0.772821309,-0.911530232,-0.954234547,-0.790635076,-0.840362336,0.75,-0.333333333,1FS
-0.49778111,-0.560197966,-0.214809344,-0.437075717,-0.905964936,-0.310132355,-0.84623336,0.25,0,4FJ
-0.081477473,-0.360977703,0.092290298,-0.107110576,-0.912461247,-0.370160355,-0.491925752,-0.25,0,4FJ
-0.764568091,-0.885064155,-0.76625387,-0.911233945,-0.964655865,-0.785927143,-0.682767512,0.75,-0.333333333,2FJ
-0.758603634,-0.76790921,-0.614107884,-0.896024537,-0.959502864,-0.774001323,-0.65571479,0.5,-0.333333333,1FS
-0.821324146,-0.893581655,-0.137681159,-0.770793828,-0.85833808,-0.393783866,-0.246370376,0.75,-0.333333333,1FS
-0.727335122,-0.830484248,-0.510752688,-0.80308913,-0.929197949,-0.591016841,-0.687780374,0.75,-0.333333333,2FJ
-0.320205028,-0.414977602,0.397793264,-0.812076507,-0.973055649,-0.815733432,-0.726520283,0,0.333333333,4FJ
-0.412493796,-0.47187392,0.409278138,-0.719141099,-0.927270917,-0.656002359,-0.765849608,0.5,0.333333333,4FJ
-0.552193807,-0.700891887,-0.409871245,-0.900765132,-0.980581228,-0.862675719,-0.810498825,0.5,0,4FJ
-0.547728271,-0.641008996,-0.508509796,-0.539788601,-0.884496401,-0.283128245,-0.853808921,0.25,0,4FJ
-0.390549804,-0.465583158,-0.23525231,-0.575639348,-0.930351289,-0.591931674,-0.684067049,0,0,4FJ
-0.71979363,-0.709396325,-0.080787037,-0.896617112,-0.945553139,-0.768042864,-0.647695275,0.5,-0.333333333,1FS
-0.838781992,-0.748084444,0.291486007,-0.537714591,-0.276061306,0.48932164,-0.334183427,0.75,-0.666666667,1FS
-0.428933498,-0.545409394,-0.480237154,-0.289228421,-0.821662125,0.022506892,-0.869369603,0.25,0.333333333,4FJ
-0.829556342,-0.757127667,-0.684608733,-0.505814339,-0.388250613,0.630592064,-0.477384648,0.5,-0.666666667,1FS
-0.64669966,-0.698051188,0.442386831,-0.670846291,-0.83983574,-0.303575082,-0.678927717,0.5,-0.333333333,2FJ
-0.76549416,-0.751955233,-0.666506564,-0.833211658,-0.923202336,-0.617882892,-0.628280622,0.5,-0.333333333,2FJ
-0.485877367,-0.37250302,-0.111980268,-0.104542754,-0.294473118,0.891705613,-0.899730633,0.25,-0.333333333,2FJ
-0.499763493,-0.39598924,0.62131378,-0.00844695,-0.323932017,0.912304729,-0.951758836,0.5,0,2FJ
-0.731069005,-0.600873366,0.611111111,-0.914394342,-0.948073961,-0.825562118,-0.665175208,0.5,0,1FS
-0.365257015,-0.525680669,-0.179963066,-0.86056884,-0.990034044,-0.921831376,-0.771464114,0,0,4FJ
-0.882286064,-0.83894142,-0.906349206,-0.914394342,-0.904701285,-0.702859425,-0.196407555,0.75,-0.666666667,1FS
-0.657321747,-0.744194186,-0.254915568,-0.754201747,-0.907177484,-0.534000843,-0.761305575,0.5,-0.333333333,2FJ
-0.536206942,-0.518118652,0.333567839,-0.547492067,-0.777381267,-0.181483657,-0.785173659,0.5,0,2FJ
-0.621864128,-0.675719474,0.796518792,-0.825113142,-0.923018482,-0.601937683,-0.864274587,0.5,-0.333333333,2FJ
-0.873542205,-0.770909482,0.864026133,-0.555096771,-0.491003143,0.385853368,0.19747972,0.75,-0.333333333,1FS
-0.885833447,-0.778761401,0.163201663,-0.753806698,-0.678391515,-0.184101538,0.355580232,0.75,-0.333333333,1FS
-0.896650889,-0.793378647,0.497245179,-0.991033955,-0.950929497,-0.91462921,0.485583207,0.75,-0.333333333,2FJ
-0.790611633,-0.741316657,-0.753968254,-0.252785099,-0.600382066,0.670476487,-0.836016774,0.5,-0.333333333,2FJ
-0.587114756,-0.67593934,-0.375727664,-0.778694819,-0.936532461,-0.64188213,-0.816555375,0.5,0,2FJ
-0.659682459,-0.683177124,-0.393985729,-0.586700736,-0.849710805,-0.211880298,-0.803075496,0.5,0,2FJ
-0.799513198,-0.887284966,-0.120653866,-0.848519828,-0.905478534,-0.598421761,-0.352310256,0.75,-0.333333333,1FS
-0.58032585,-0.605512201,-0.103491585,-0.776719572,-0.93987819,-0.679217154,-0.759347968,0.5,0,4FJ
-0.512288593,-0.617759147,0.541004613,-0.846149531,-0.963616785,-0.769227062,-0.822038133,0.5,0,2FJ
-0.360683931,-0.403567344,-0.286927122,-0.381571254,-0.866666864,-0.324681633,-0.687358752,0,0,4FJ
-0.613200652,-0.495647424,0.778911565,-0.874296812,-0.917271516,-0.718942635,-0.883982637,0.5,-0.333333333,2FJ
-0.4793569,-0.610980895,0.526164875,-0.671438865,-0.942836705,-0.552884186,-0.861511189,0.25,0,4FJ
-0.716306404,-0.770633519,0.370113169,-0.78284284,-0.874237417,-0.461215362,-0.5170522,0.5,-0.666666667,1FS
-0.291522235,-0.410634282,0.060525835,-0.497913348,-0.91879245,-0.591567938,-0.726115562,0,0,4FJ
-0.230254295,-0.340121033,0.142423067,-0.529616075,-0.926649613,-0.643220204,-0.593479772,-0.25,0.333333333,4FJ
-0.632614184,-0.541890756,-0.527522601,-0.135751669,-0.354127388,0.876513105,-0.895895585,0.5,-0.333333333,2FJ
-0.017858069,-0.448847455,-0.073624595,-0.428483389,-0.947794222,-0.645615646,-0.611482412,-0.25,0.333333333,4FJ
0.98677686,-0.814974841,-0.086915822,0.842687317,-0.927999681,-0.196919958,0.276184165,-0.75,0.333333333,4FJ
-0.097451458,-0.077098799,-0.238008244,0.366751365,-0.739633641,0.179749524,-0.256208752,-0.25,0.333333333,4FJ
-0.66522044,-0.74516469,-0.51085638,-0.496036863,-0.821922756,-0.019648347,-0.803134768,0.75,-0.333333333,2FJ
-0.616968085,-0.798152149,-0.467964824,-0.881605229,-0.975565287,-0.816504264,-0.796617541,0.5,-0.333333333,2FJ
-0.751423141,-0.797336862,-0.572731666,-0.766349521,-0.903256371,-0.495879437,-0.667791319,0.5,-0.333333333,2FJ
-0.500874819,-0.57442183,0.238905473,-0.87340795,-0.955646544,-0.802590546,-0.757449349,0.5,-0.333333333,2FJ
-0.517066096,-0.688776699,-0.477648099,-0.107999437,-0.767736681,0.398443633,-0.808921487,0.5,0.333333333,4FJ
-0.772132,-0.735316562,-0.71171539,-0.434112845,-0.711940917,0.266875116,-0.728179682,0.5,-0.333333333,2FJ
-0.884366248,-0.806872236,-0.283264033,-0.848816115,-0.703951813,-0.407608411,0.019594971,0.75,-0.666666667,1FS
-0.614938886,-0.653262427,-0.183370179,-0.770793828,-0.921616976,-0.604395859,-0.781185259,0.5,-0.333333333,2FJ
-0.572469564,-0.726043213,-0.363888889,-0.932171572,-0.985013285,-0.899869288,-0.815892212,0.5,0,1FS
-0.728790763,-0.776760479,0.376330876,-0.83785349,-0.893381862,-0.57955437,-0.483281505,0.75,-0.333333333,1FS
-0.365506593,-0.462543679,0.343644198,-0.610996283,-0.932807016,-0.583255335,-0.693361948,0.25,0.333333333,4FJ
-0.040750821,-0.068901576,0.045884063,-0.495345526,-0.936783028,-0.73185552,-0.460222525,-0.5,0,4FJ
-0.639910517,-0.768795702,-0.423599782,-0.917752263,-0.973091657,-0.843405111,-0.771188084,0.5,0,1FS
0.325619835,0.268729547,-0.335386033,0.532869703,-0.524921465,0.678134289,-0.516635249,0,0.666666667,4FJ
-0.572109208,-0.782648809,-0.470930233,-0.902937905,-0.9834242,-0.862833586,-0.805629123,0.5,-0.333333333,2FJ
-0.319086501,-0.374771499,0.445972672,-0.672624014,-0.932929137,-0.604594317,-0.811745891,0.25,0.333333333,4FJ
-0.481269978,-0.583274048,-0.364826753,-0.548578454,-0.920116444,-0.458834944,-0.800070396,0.25,0,4FJ
-0.664561059,-0.719209186,-0.438592689,-0.810990121,-0.930951088,-0.636124498,-0.750933691,0.5,-0.333333333,2FJ
-0.830913345,-0.870956824,-0.174871208,-0.866297058,-0.915159455,-0.645978568,-0.25566078,0.75,-0.333333333,1FS
-0.771881952,-0.910046382,-0.723009686,-0.899481221,-0.972666743,-0.789608816,-0.745150104,0.75,-0.333333333,2FJ
-0.315701219,-0.376887856,0.450966184,-0.766250758,-0.956683067,-0.72822793,-0.816492756,0,0.333333333,4FJ
-0.633796716,-0.738177194,0.734354194,-0.519641074,-0.85933412,-0.045899528,-0.877329701,0.5,-0.333333333,2FJ
-0.761769447,-0.808548693,-0.68931083,-0.80476809,-0.929538939,-0.587415729,-0.692421821,0.5,-0.333333333,2FJ
-0.35374119,-0.454766637,0.330629807,-0.606551976,-0.937204003,-0.602845214,-0.645742243,0,0.333333333,4FJ
-0.847786296,-0.932531053,-0.761191902,-0.923381719,-0.944471982,-0.765448887,-0.226666057,0.75,-0.333333333,1FS
-0.286958642,-0.404566758,0.064401294,-0.63193391,-0.94103177,-0.707186944,-0.713966193,0,0,4FJ
-0.613086608,-0.730844716,0.40775463,-0.469963592,-0.843653691,-0.058827005,-0.797093237,0.5,0,2FJ
-0.482634246,-0.549864785,0.628330084,-0.83617453,-0.944839934,-0.71643086,-0.86981843,0.5,0,2FJ
-0.632800958,-0.503043598,0.724050633,-0.882790377,-0.949543237,-0.768990176,-0.89661971,0.5,-0.333333333,2FJ
-0.756969003,-0.826851559,-0.70988806,-0.932961671,-0.968201403,-0.832637018,-0.632322983,0.5,-0.333333333,1FS
-0.007949012,-0.105506717,-0.19057971,0.096932519,-0.823028841,0.020196008,-0.475902838,-0.25,0.333333333,4FJ
-0.619584686,-0.641023043,-0.137143494,-0.743337884,-0.923110858,-0.592355025,-0.781935643,0.5,-0.333333333,2FJ
-0.696464695,-0.56776161,0.413715486,-0.380682393,-0.674585669,0.168035485,-0.83510793,0.5,-0.333333333,2FJ
-0.813553654,-0.891998423,-0.806497175,-0.945603256,-0.968192172,-0.848163159,-0.56259882,0.75,-0.333333333,1FS
-0.65519368,-0.793466325,-0.483372922,-0.872519089,-0.963044386,-0.764876256,-0.765290518,0.75,-0.333333333,2FJ
-0.677544069,-0.55739437,0.717531516,-0.926542115,-0.935140297,-0.819315593,-0.725412163,0.5,-0.333333333,1FS
-0.059856908,0.103954046,-0.004156276,0.703728636,-0.677335782,0.127141176,-0.525628579,-0.5,0.666666667,4FJ
-0.409683904,-0.534921768,-0.224023275,-0.761608926,-0.975923771,-0.80718659,-0.766946462,0,0,4FJ
-0.482405706,-0.583947908,-0.319526627,-0.938689889,-0.988279586,-0.926299818,-0.820432369,0.5,0,4FJ
-0.648978613,-0.668758076,-0.108576195,-0.703339117,-0.901902827,-0.481222782,-0.782477496,0.5,-0.333333333,2FJ
-0.652747348,-0.681006498,0.153730654,-0.896320824,-0.928723957,-0.768001802,-0.597439522,0.75,-0.333333333,1FS
-0.458878575,-0.549847255,0.597425311,-0.464729186,-0.873687558,-0.151606655,-0.909045336,0.5,0,4FJ
-0.813650952,-0.919729287,-0.75561029,-0.978688657,-0.983483731,-0.925547391,-0.438702627,0.75,-0.333333333,1FS
-0.72535163,-0.644538577,0.845333333,-0.96476316,-0.952064928,-0.884374839,-0.799202448,0.75,-0.333333333,1FS
0.031713215,-0.205275913,-0.347957726,0.113722125,-0.815501263,0.263809716,-0.649518872,0,0,4FJ
-0.668642002,-0.706799979,-0.125536481,-0.946788405,-0.97739443,-0.893971252,-0.731546247,0.5,-0.333333333,1FS
-0.636433125,-0.624761277,-0.085169186,-0.810200021,-0.932317119,-0.674207365,-0.703756222,0.5,-0.333333333,2FJ
-0.562583957,-0.660275732,0.512070566,-0.755189371,-0.92846122,-0.583569275,-0.725498296,0.5,-0.333333333,2FJ
-0.744913853,-0.711482838,-0.039638643,-0.860272553,-0.918011915,-0.661697621,-0.589740316,0.5,-0.333333333,1FS
-0.751541804,-0.869180313,-0.814102564,-0.961800288,-0.987737874,-0.898256998,-0.758658715,0.5,-0.333333333,2FJ
-0.769413624,-0.711402025,-0.701361222,-0.642205198,-0.720293874,-0.08092166,-0.57652507,0.5,-0.333333333,2FJ
-0.391291956,-0.448466705,-0.303356257,0.081328062,-0.730004275,0.344021643,-0.712610183,0.25,0,4FJ
-0.643615607,-0.696856818,0.483880779,-0.930591373,-0.957151155,-0.84533196,-0.49283187,0.75,-0.333333333,2FJ
-0.398867272,-0.548622145,-0.168046929,-0.848026016,-0.987839895,-0.9013477,-0.802175138,0,0,4FJ
-0.461307573,-0.505634035,0.292917974,-0.818496062,-0.930064594,-0.68449558,-0.75114662,0.5,0,4FJ
-0.698835122,-0.718257133,0.126033982,-0.449816065,-0.624378185,0.298368078,-0.572333842,0.75,-0.333333333,2FJ
-0.6663234,-0.653904192,0.192120407,-0.592626479,-0.731761574,-0.087216553,-0.685310392,0.75,-0.333333333,2FJ
-0.813360357,-0.90333559,-0.730409885,-0.820372548,-0.887477648,-0.512411628,-0.41349745,0.75,-0.333333333,1FS
-0.74930624,-0.638295777,0.694746377,-0.857112156,-0.862922523,-0.63165314,-0.599446399,0.5,-0.333333333,1FS
-0.593164282,-0.787781705,-0.512565197,-0.899975033,-0.983642354,-0.853791248,-0.797806177,0.5,0,2FJ
-0.845242502,-0.746156101,0.916020099,-0.593317816,-0.3968961,0.275498991,-0.170576505,0.75,-0.666666667,1FS
-0.747630505,-0.727361246,-0.38222718,-0.684673025,-0.854777679,-0.330744989,-0.693987476,0.5,-0.333333333,2FJ
-0.638259389,-0.699450956,-0.275011526,-0.967429744,-0.978554812,-0.921102993,-0.820750592,0.75,0,1FS
-0.748418434,-0.795782586,-0.239248064,-0.685956936,-0.841282807,-0.288916981,-0.578198616,0.75,-0.333333333,2FJ
-0.33251143,-0.41585406,0.393321245,-0.712030207,-0.949863137,-0.687644096,-0.742527953,0.25,0.333333333,4FJ
-0.686775424,-0.708689543,-0.438070909,-0.613564105,-0.846973519,-0.220308015,-0.772106012,0.5,-0.333333333,2FJ
-0.334526039,-0.534134028,-0.080929487,-0.833409183,-0.984529503,-0.922407741,-0.797471549,-0.25,0.333333333,4FJ
-0.71031132,-0.583237229,0.651326053,-0.912221569,-0.949054503,-0.81507929,-0.709353601,0.5,0,1FS
-0.250715499,-0.259132611,0.259161204,-0.255451684,-0.78445158,-0.183514923,-0.695304348,0.25,0,4FJ
-0.358516489,-0.454530893,0.363935255,-0.518159638,-0.920261358,-0.497185564,-0.679883748,-0.25,0.333333333,4FJ
-0.572488332,-0.608688965,0.198213745,-0.495148001,-0.784263292,-0.017384245,-0.839414037,0.5,-0.333333333,2FJ
-0.721504652,-0.600999979,0.662592382,-0.86511191,-0.919809507,-0.709839465,-0.622948997,0.75,-0.333333333,4FJ
-0.642563727,-0.518636548,0.735278654,-0.663142825,-0.830982631,-0.304016795,-0.878785202,0.5,-0.333333333,2FJ
-0.804626008,-0.904742952,-0.784423492,-0.871235178,-0.953747697,-0.703749751,-0.701298511,0.75,-0.333333333,2FJ
-0.043515636,-0.126682987,-0.076757714,-0.778497295,-0.970810693,-0.870956197,-0.778708604,-0.25,0.333333333,4FJ
-0.818466086,-0.724518248,0.97233516,-0.480136118,-0.266978145,0.658188244,-0.487264513,0.5,-0.666666667,2FJ
-0.894566835,-0.925770848,-0.462757087,-0.861161414,-0.901367399,-0.587664193,-0.041636103,0.75,-0.333333333,1FS
-0.373861644,-0.522883824,-0.160854701,-0.846248293,-0.987096254,-0.907482326,-0.746614238,-0.25,0,4FJ
-0.370753175,-0.424234354,0.422626142,-0.707388375,-0.932797356,-0.628198441,-0.78067794,0.25,0.333333333,4FJ
-0.638350305,-0.733228343,-0.259567901,-0.932171572,-0.977915736,-0.872476133,-0.810734116,0.5,0,1FS
-0.521100644,-0.628555498,-0.045212121,-0.495641813,-0.912613343,-0.384146603,-0.80740288,0.25,0,4FJ
-0.901755051,-0.896784754,-0.837775867,-0.809113635,-0.841714746,-0.400089828,0.095861878,0.75,-0.333333333,1FS
-0.60341225,-0.62303833,0.216862345,-0.845359432,-0.90401914,-0.69295569,-0.645702015,0.75,-0.333333333,1FS
-0.538416882,-0.645979339,0.495905834,-0.942344098,-0.980140625,-0.905895334,-0.760306719,0.5,0,1FS
-0.460640604,-0.56889972,0.581844253,-0.889604982,-0.978788791,-0.841245045,-0.893970322,0.25,0,4FJ
-0.773205947,-0.872152393,-0.817572892,-0.955281971,-0.982736981,-0.880250787,-0.737431358,0.5,-0.333333333,2FJ
-0.743137294,-0.745593374,-0.079607843,-0.870938891,-0.926420182,-0.695761652,-0.593971048,0.5,-0.333333333,1FS
-0.833348565,-0.716319032,0.860276796,-0.815236903,-0.799522914,-0.455721744,-0.253599166,0.75,-0.333333333,1FS
-0.210728984,-0.304104017,0.193638329,-0.749559915,-0.959632022,-0.806648889,-0.566950122,0,0,4FJ
-0.710893344,-0.786288818,-0.681468031,-0.739683676,-0.923862045,-0.501209023,-0.815551967,0.5,0,4FJ
-0.472485016,-0.503655668,0.663067404,-0.485469287,-0.813481549,-0.08465848,-0.925916575,0.5,0,4FJ
-0.628741436,-0.73040951,0.071359105,-0.632625247,-0.887261956,-0.334226675,-0.754385278,0.5,-0.333333333,2FJ
-0.142786083,-0.460524367,-0.015994437,-0.825804479,-0.98586752,-0.872263067,-0.786417084,0,0,4FJ
-0.235938881,-0.316275817,0.197553801,-0.613564105,-0.932899491,-0.656886059,-0.66305722,0.25,0,4FJ
-0.608477152,-0.61183891,-0.460529483,-0.491691318,-0.832425386,-0.11898463,-0.851617259,0.5,-0.333333333,2FJ
-0.02488505,-0.122301388,-0.275997966,-0.391447493,-0.890916427,-0.266325238,-0.744670874,0.25,0,4FJ
-0.65359486,-0.535510373,0.745173745,-0.936517117,-0.945344763,-0.847114815,-0.822262183,0.5,-0.333333333,1FS
-0.62105153,-0.7983184,-0.507106374,-0.890592606,-0.979764102,-0.832253016,-0.78978371,0.5,0,2FJ
-0.628894167,-0.695060552,-0.392419175,-0.802595318,-0.93846099,-0.661049698,-0.79088314,0.5,0,2FJ
-0.671840266,-0.688760518,0.803421871,-0.901258944,-0.925780223,-0.753112407,-0.779183376,0.75,-0.333333333,1FS
-0.956053702,-0.857663759,0.770656934,-0.70057377,-0.568593067,0.180902252,0.680843262,0.75,-0.666666667,1FS
-0.805988222,-0.765144719,-0.638264201,-0.841211412,-0.888190029,-0.561387269,-0.522356257,0.5,-0.666666667,1FS
-0.697698584,-0.764002361,-0.462381956,-0.617020789,-0.852524635,-0.213228477,-0.756636308,0.75,-0.333333333,2FJ
-0.307923731,-0.430939295,0.044197738,-0.80308913,-0.983573164,-0.860862007,-0.740596143,0,0,4FJ
-0.857328155,-0.745094982,0.180702882,-0.73158516,-0.737217264,-0.22644061,0.05201312,0.75,-0.333333333,1FS
-0.831545181,-0.915832981,-0.385035324,-0.885061912,-0.915024359,-0.650018513,-0.354468383,0.75,-0.666666667,1FS
-0.561764419,-0.616599711,0.559534603,-0.929900037,-0.966407912,-0.869777347,-0.695216179,0.75,0,1FS
-0.738801041,-0.997646839,-0.66612895,-0.395990563,-0.880498021,0.090778131,-0.72588479,0.75,0,4FJ
-0.761951952,-0.751179084,-0.637821837,-0.799731208,-0.909566837,-0.541858099,-0.625802169,0.5,-0.333333333,2FJ
-0.370581339,-0.454353448,0.056850988,-0.74235026,-0.943997157,-0.697811973,-0.77617838,0.25,0,2FJ
-0.56654527,-0.593628022,-0.517142857,-0.157380632,-0.735175765,0.394113482,-0.841121571,0.5,0,4FJ
-0.690669412,-0.788713006,-0.191788223,-0.916962164,-0.966046757,-0.829293113,-0.724342391,0.75,-0.333333333,1FS
-0.770499415,-0.88249916,-0.797140789,-0.947874791,-0.979511702,-0.866125625,-0.725616017,0.75,-0.333333333,2FJ
-0.189565388,-0.285985464,0.183644595,-0.573466576,-0.936346258,-0.697850431,-0.421890793,-0.5,0.333333333,4FJ
-0.189708648,-0.338618041,-0.071666073,-0.207156876,-0.878376709,-0.435571438,-0.559851589,-0.25,0.333333333,4FJ
-0.530767481,-0.50536839,0.449461801,-0.286463074,-0.690051725,0.020607986,-0.802534562,0.5,0.333333333,4FJ
-0.293350392,-0.388723249,-0.295219863,-0.471346266,-0.902049201,-0.43969039,-0.684830987,0,0,4FJ
-0.220283809,-0.281831605,0.181399944,-0.455643046,-0.886042359,-0.464759614,-0.635991202,0.25,0.333333333,4FJ
-0.735962161,-0.620483779,0.45632213,-0.257229407,-0.515074289,0.485164809,-0.849284696,0.75,-0.333333333,2FJ
-0.289972814,-0.354612438,0.467213115,-0.846050769,-0.963899151,-0.817985787,-0.799708252,0,0.333333333,4FJ
-0.501298002,-0.366579619,0.204418205,-0.444976708,-0.784414759,-0.1444599,-0.862343776,0.25,-0.333333333,2FJ
-0.544088329,-0.484731314,0.378485902,-0.612675244,-0.804572728,-0.311623371,-0.78905421,0.5,0,2FJ
-0.74847674,-0.761046631,0.402428811,-0.881605229,-0.890937269,-0.670850297,-0.418140327,0.75,-0.333333333,1FS
-0.587208595,-0.787139893,-0.475259111,-0.94036885,-0.98553081,-0.898681038,-0.806783533,0.75,0,1FS
-0.870015881,-0.932506777,-0.779323134,-0.896814636,-0.967512929,-0.762899979,-0.631794667,0.75,-0.333333333,4FJ
-0.87285616,-0.841254836,-0.899195094,-0.523492807,-0.636230337,0.394969185,-0.298296179,0.75,-0.333333333,2FJ
-0.056472349,-0.37488714,0.086837776,-0.538603452,-0.958550811,-0.709570167,-0.592816129,-0.25,0,4FJ
-0.484044208,-0.721305078,-0.478847557,-0.858297305,-0.978940109,-0.813498733,-0.816534034,0.5,0.333333333,4FJ
-0.044913812,-0.450013689,-0.147923832,-0.378410858,-0.934059463,-0.450113532,-0.685925145,-0.25,0.333333333,4FJ
-0.729594256,-0.857011492,-0.765412748,-0.912814143,-0.969528955,-0.798595648,-0.788124593,0.75,-0.333333333,2FJ
-0.802186453,-0.783970001,-0.611565739,-0.918147312,-0.942913184,-0.770805389,-0.519978407,0.5,-0.333333333,1FS
-0.801235518,-0.696645874,0.952879581,-0.699289859,-0.657553874,-0.074037886,-0.511632679,0.5,-0.666666667,4FJ
-0.462801599,-0.35286772,-0.127417127,-0.180787318,-0.328105361,0.682676369,-0.863680339,0.75,-0.333333333,2FJ
-0.789376918,-0.746246839,-0.344347085,-0.768324769,-0.836926586,-0.381107329,-0.540816875,0.5,-0.666666667,1FS
-0.757992794,-0.661162591,0.009954264,-0.794101752,-0.772198781,-0.425734119,-0.506603194,0.5,-0.666666667,1FS
-0.818210726,-0.91361584,-0.762900598,-0.857013394,-0.914489189,-0.616069889,-0.38764824,0.75,-0.333333333,1FS
-0.811495368,-0.862604301,-0.708916084,-0.925850779,-0.939313207,-0.774483943,-0.45126272,0.75,-0.666666667,1FS
-0.748522635,-0.637249802,0.454211419,-0.165281623,-0.426993714,0.774611408,-0.877290623,0.5,-0.333333333,2FJ
-0.691149618,-0.774536716,-0.580900508,-0.812175269,-0.946359113,-0.641203937,-0.734653156,0.5,0,2FJ
-0.92729477,-0.824281731,0.123978856,-0.627785889,-0.52529988,0.313589986,0.572272215,0.75,-0.666666667,1FS
-0.733384586,-0.770146025,-0.657170923,-0.888024784,-0.962151564,-0.771688,-0.715407728,0.5,0,2FJ
-0.579617997,-0.705957132,0.431586608,-0.812669081,-0.955089762,-0.722690956,-0.754742401,0.5,0,2FJ
-0.885212769,-0.812322714,0.391181317,-0.579293557,-0.50814225,0.415688241,-0.013676497,0.75,-0.666666667,1FS
-0.404905218,-0.464272178,-0.400010559,-0.415249229,-0.870251708,-0.247162974,-0.811819253,0.25,0.333333333,4FJ
-0.787395964,-0.678029535,0.618975396,-0.843482947,-0.82142283,-0.555022274,-0.357514454,0.75,-0.666666667,1FS
-0.661994506,-0.696434126,-0.426463232,-0.841408936,-0.938488567,-0.692369737,-0.74930146,0.5,-0.333333333,2FJ
-0.827106411,-0.917574772,-0.394439003,-0.736325755,-0.830826345,-0.266420377,-0.353949222,0.75,-0.666666667,1FS
-0.689903808,-0.653626185,-0.116617981,-0.531690085,-0.763254538,-0.019416681,-0.761913881,0.5,-0.333333333,2FJ
-0.45397693,-0.576841978,-0.392740517,-0.514604192,-0.907682416,-0.374048007,-0.821950157,0.25,0,4FJ
0.006973167,0.001157229,0.087089049,-0.131603648,-0.892496707,-0.590375393,0.442008528,-0.75,0.666666667,4FJ
-0.439810753,-0.379664844,-0.369988598,0.029477808,-0.649241895,0.427170626,-0.856689116,0.25,0,4FJ
-0.565683552,-0.67311981,-0.303564356,-0.540084888,-0.901554816,-0.343431149,-0.834673274,0.5,0,4FJ
-0.214226682,-0.147744819,0.072301211,-0.10108607,-0.602247439,0.560249082,-0.922015542,0.25,0,2FJ
-0.408750086,-0.354591305,-0.375058527,-0.124789044,-0.745191318,0.146585566,-0.823602599,0.25,0,4FJ
-0.2154285,-0.311020702,0.1557452,-0.390756156,-0.900824349,-0.517643279,-0.517886153,-0.25,0.333333333,4FJ
-0.115321176,-0.416543026,0.046963428,-0.346609369,-0.933480942,-0.499270272,-0.697234607,0,0,4FJ
-0.718316068,-0.631966998,-0.44565119,-0.311351196,-0.346271682,0.71755804,-0.705469837,0.5,-0.333333333,2FJ
-0.41983041,-0.452857894,0.618731919,-0.219502174,-0.73623655,0.326269054,-0.945366452,0.5,0,2FJ
-0.379744717,-0.564350324,-0.063380282,-0.807434675,-0.979872508,-0.878024444,-0.806424001,-0.25,0,4FJ
-0.515877285,-0.449372297,-0.070968089,-0.119653399,-0.450335714,0.788542895,-0.883510569,0.5,0,2FJ
-0.805392719,-0.924553381,-0.714784343,-0.774744324,-0.924127666,-0.509062388,-0.596944794,0.75,-0.333333333,4FJ
-0.636507641,-0.766205632,-0.450988583,-0.802397793,-0.948439102,-0.667279192,-0.796939795,0.5,-0.333333333,2FJ
-0.455838419,-0.578420541,-0.33669626,-0.916468352,-0.985061919,-0.901026796,-0.806905016,0.5,0,2FJ
-0.335625472,-0.440998571,0.36529052,-0.823532944,-0.977573304,-0.838654385,-0.661724633,0,0.333333333,4FJ
-0.323338767,-0.518699977,-0.130911188,-0.810496309,-0.983233797,-0.905970267,-0.746816461,-0.25,0,4FJ
-0.513345589,-0.629654761,-0.051149425,-0.924270581,-0.987972951,-0.909333404,-0.765465435,0.5,0,2FJ
-0.684768212,-0.552148862,0.672048436,-0.843087897,-0.921002095,-0.690808182,-0.822984612,0.5,0,2FJ
-0.443819948,-0.617705302,-0.388746985,-0.8068421,-0.972931997,-0.782831982,-0.787834257,0.25,0.333333333,4FJ
-0.221043276,-0.325729957,0.165173116,-0.796373287,-0.969660826,-0.85999415,-0.561945495,-0.25,-0.333333333,4FJ
-0.047170281,0.123111315,-0.207775769,-0.219600937,-0.804980649,-0.206094798,-0.78041221,0,0.333333333,4FJ
-0.457305239,-0.511842139,0.666720657,-0.733955457,-0.915222725,-0.530461967,-0.915180318,0.25,0,4FJ
